judgment_id,run,kind,repo,pr_number,pr_url,file,human_line,human_comment,human_url,model_line,model_category,model_severity,model_comment,pipeline_verdict,judge_reason,human_verdict,human_notes,model_verdict,model_confidence,model_reason
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__8,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-api/src/testFixtures/java/org/junit/jupiter/api/io/FailingTempDirDeletionStrategy.java,,,,30,bug,high,"The lambda in the delete method may not properly handle all paths, as it only checks if the path ends with UNDELETABLE_PATH. This could lead to incorrect behavior if the path contains this string in a different context.",unmatched,,,,unfounded,low,"Path.endsWith matches whole trailing path elements rather than substrings, so a path merely containing the string in another context would not match, contradicting the claimed defect in this test fixture."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5708__unmatched_model__1,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5708,https://github.com/junit-team/junit5/pull/5708,junit-jupiter-params/src/main/java/org/junit/jupiter/params/aggregator/ArgumentAccessException.java,,,,25,style,low,"The 'not intended to be extended' note is good documentation, but consider adding a private constructor to reinforce this intent.",unmatched,,,,unfounded,low,"With a public constructor visibly present and required, adding a private constructor would not prevent client subclassing, so the proposed fix would not achieve the stated intent."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2650__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2650,https://github.com/mockito/mockito/pull/2650,src/main/java/org/mockito/internal/creation/settings/CreationSettings.java,,,,69,design,high,The copy constructor now assigns the strictness field directly. Verify that this doesn't introduce any unintended side effects or inconsistencies in the copied object's behavior.,unmatched,,,,founded,low,"The copy constructor visibly assigns strictness directly (mirroring the removed lenient copy), while the side-effect concern is generic and not checkable here."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2650__unmatched_model__18,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2650,https://github.com/mockito/mockito/pull/2650,src/test/java/org/mockitousage/strictness/StrictnessMockAnnotationTest.java,,,,31,bug,high,"The test calls ProductionCode.simpleMethod(lenientMock, ""3"") but does not verify that the method was actually called or that the stubbing worked as expected. This could lead to false positives in the test.",unmatched,,,,founded,low,"The lenient-mock call visibly has no explicit verification or return-value assertion (its only check is the absence of an exception), though whether that permits false positives depends on ProductionCode, which is not shown."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2659__unmatched_model__10,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2659,https://github.com/mockito/mockito/pull/2659,src/test/java/org/mockitousage/strictness/StrictnessMockAnnotationTest.java,,,,27,style,medium,Consider using fully qualified name 'org.mockito.Mock.Strictness' instead of 'Mock.Strictness' for better clarity and consistency with import statements.,unmatched,,,,unfounded,low,"Mock is already imported on line 12, so Mock.Strictness is the idiomatic reference and a fully qualified name would be less, not more, consistent with the visible imports."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2659__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2659,https://github.com/mockito/mockito/pull/2659,subprojects/junit-jupiter/src/test/java/org/mockitousage/StrictnessTest.java,,,,24,style,low,"Consider whether Optional is actually used in this test class, as its import appears unused based on the provided lines.",unmatched,,,,unverifiable,high,"The chunk shows only part of the file, so whether Optional is used elsewhere in the class cannot be determined."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2659__unmatched_model__7,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2659,https://github.com/mockito/mockito/pull/2659,src/main/java/org/mockito/internal/creation/MockSettingsImpl.java,,,,253,bug,high,"Duplicate assignment of 'this.strictness' on line 253. The variable is already assigned on line 249, making the second assignment redundant and potentially misleading.",unmatched,,,,unfounded,high,"The diff removes the old assignment before the null check and leaves exactly one assignment on line 253; line 249 is the method signature, so no duplicate assignment exists."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2659__unmatched_model__8,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2659,https://github.com/mockito/mockito/pull/2659,src/main/java/org/mockito/internal/creation/settings/CreationSettings.java,,,,48,bug,high,"Changed default strictness from Strictness.STRICT_STUBS to null, which could break existing behavior expecting a default strictness level",unmatched,,,,founded,high,"The diff visibly changes the default strictness from Strictness.STRICT_STUBS to null, which is exactly the behavioral change the comment describes."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__1,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/main/java/org/mockito/ArgumentMatcher.java,,,,132,style,medium,Typo in 'compatability' - should be 'compatibility',unmatched,,,,founded,high,Line 132 does contain the misspelling 'compatability'.
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__11,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/main/java/org/mockito/internal/matchers/CapturingMatcher.java,,,,43,bug,high,"getLastValue() method has a missing try/finally block to ensure readLock is released, which could lead to deadlocks.",unmatched,,,,unverifiable,low,"The chunk shows readLock.lock() followed by an opening try block but ends before showing whether a finally releases the lock, so the claim cannot be checked from the visible code."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__14,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/main/java/org/mockito/internal/matchers/InstanceOf.java,,,,34,style,low,Missing javadoc for the new type() method. Consider adding documentation explaining its purpose and usage.,unmatched,,,,founded,high,"The newly added type() methods visibly have no javadoc, so the proposed improvement applies."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__16,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/main/java/org/mockito/internal/matchers/NotNull.java,,,,13,design,high,"The static field NOT_NULL is now typed as NotNull<Object> instead of NotNull. This change may break existing code that relies on the previous generic type, especially if type inference is used.",unmatched,,,,founded,low,"The field's type visibly changed from raw NotNull to NotNull<Object>, a change that can alter generic type inference for existing callers, though actual breakage depends on usages outside the chunk."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__21,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/main/java/org/mockito/internal/matchers/Null.java,,,,26,design,medium,Adding a new 'type()' method to the ArgumentMatcher interface may require updates to other implementations or usage patterns.,unmatched,,,,unverifiable,low,"Whether other ArgumentMatcher implementations or usage patterns need updating depends on code outside this chunk, which only shows Null itself overriding type()."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__23,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/test/java/org/mockito/internal/invocation/InvocationMatcherTest.java,,,,139,bug,high,"The CapturingMatcher constructor now requires a Class parameter, but the test doesn't verify that the captured values are actually of the expected type. This could lead to runtime errors if the matcher is used incorrectly.",unmatched,,,,founded,low,"The visible call now passes List.class and the test's assertions check only count and value, not type conformance, though the claimed runtime-error consequence is speculative."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__25,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/test/java/org/mockito/internal/invocation/MatcherApplicationStrategyTest.java,,,,12,style,low,Consider using a wildcard import for better readability: import static org.mockito.ArgumentMatchers.*;,unmatched,,,,unverifiable,low,Whether a wildcard static import is preferable depends on project import conventions not visible in the chunk.
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__27,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/test/java/org/mockito/internal/matchers/CapturingMatcherTest.java,,,,22,design,high,Constructor now requires type parameter which wasn't previously needed. This breaks backward compatibility and may affect existing usages.,unmatched,,,,founded,low,"The diff visibly shows call sites that previously used a no-arg constructor now passing a Class argument, though whether the old constructor was removed entirely lies outside the chunk."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__31,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/test/java/org/mockitousage/IMethods.java,,,,202,design,high,Adding overloaded methods with varargs and non-varargs signatures can lead to ambiguous method calls and unexpected behavior. Consider if this is intentional and whether it might cause confusion for users of this interface.,unmatched,,,,founded,low,"The chunk visibly adds vararg and non-vararg overloads of the same method name, a pattern that genuinely can confuse call resolution, though it appears to be a deliberate test fixture."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2807__unmatched_model__36,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2807,https://github.com/mockito/mockito/pull/2807,src/test/java/org/mockitousage/matchers/VarargsTest.java,,,,62,design,medium,Changed from isNotNull() to isNotNull(String[].class) - this change may affect test coverage and should be verified to ensure the correct matcher behavior is being tested.,unmatched,,,,founded,low,"The change from isNotNull() to isNotNull(String[].class) is visibly present as described, though the comment's coverage concern is largely a restatement of the diff."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2842__unmatched_model__0,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2842,https://github.com/mockito/mockito/pull/2842,src/main/java/org/mockito/internal/matchers/CapturingMatcher.java,,,,44,bug,high,"Potential ClassCastException in matches() method when clazz is a primitive wrapper and argument is a different wrapper type (e.g., Integer vs Long). The isAssignableFromWrapper check should be sufficient, but the logic needs careful review.",unmatched,,,,unfounded,high,"The visible matches() method performs no cast and only returns boolean assignability checks, so no ClassCastException can arise there."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2842__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2842,https://github.com/mockito/mockito/pull/2842,src/test/java/org/mockitousage/matchers/CapturingArgumentsTest.java,,,,374,design,medium,"Similar to previous comment, using 'ArrayList.class' while capturing null values of type 'Set<?>'. This could lead to confusion or runtime errors if the actual captured type differs from expected.",unmatched,,,,founded,low,"The test visibly creates a captor from ArrayList.class while the calls pass Set and List nulls, which is the mismatch the comment describes, though the claimed runtime-error risk is speculative."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2842__unmatched_model__5,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2842,https://github.com/mockito/mockito/pull/2842,src/test/java/org/mockitousage/matchers/CapturingArgumentsTest.java,,,,63,style,medium,Consider using more specific types than raw List<?> for the ArgumentCaptor to improve type safety and readability.,unmatched,,,,unverifiable,low,"listCaptor is only declared in this chunk, so whether a more specific type parameter would fit its actual usage cannot be determined from the visible code."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__2883__unmatched_model__0,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,2883,https://github.com/mockito/mockito/pull/2883,src/main/java/org/mockito/internal/debugging/LocationFactory.java,,,,27,bug,high,"The new implementation always uses LocationImpl regardless of Java version, which may cause compatibility issues with older Java versions that don't support StackWalker",unmatched,,,,founded,low,"The diff visibly removes the Java-version check and always uses LocationImpl, though whether that actually breaks older JVMs depends on LocationImpl's unseen implementation."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__3129__unmatched_model__2,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,3129,https://github.com/mockito/mockito/pull/3129,src/main/java/org/mockito/internal/util/MockUtil.java,,,,39,design,high,Method changed from private to public without clear justification. This could expose internal implementation details and break encapsulation.,unmatched,,,,founded,low,"The method visibly changed from private to public with no justification shown in the chunk, though whether the wider visibility is warranted depends on unseen callers."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__3129__unmatched_model__6,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,3129,https://github.com/mockito/mockito/pull/3129,src/test/java/org/mockito/internal/configuration/plugins/DefaultMockitoPluginsTest.java,,,,15,style,low,InlineByteBuddyMockMaker is imported but not used in this test class,unmatched,,,,unverifiable,high,"The chunk ends at line 27, so whether InlineByteBuddyMockMaker is used in the rest of the test class cannot be checked."
qwen__qwen3-coder-30b-a3b-instruct__mockito__mockito__3551__unmatched_model__0,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,mockito/mockito,3551,https://github.com/mockito/mockito/pull/3551,mockito-core/src/main/java/org/mockito/Mockito.java,,,,247,style,low,The new documentation section about dynamic attach could benefit from more specific examples or links to official JDK documentation for better clarity.,unmatched,,,,founded,low,"The added section visibly contains no links or concrete examples, so the suggested improvement would apply, though its benefit is a matter of judgment."
